Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-7998,menaquinol-4 biosynthesis II,PPI // CPD-21305 // GERANYLGERANYL-PP // MENADIOL // NAD // NADH // PROTON // PHYTOL // CPD-3766 // 2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00353'>C00353</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07126'>C07126</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01389'>C01389</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05377'>C05377</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02059'>C02059</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS04454,ENSG00000120942-MONOMER,menadiol geranylgeranyltransferase
PWY-5386,methylglyoxal degradation I,E- // METHYL-GLYOXAL // GLUTATHIONE // PROTON // S-LACTOYL-GLUTATHIONE // WATER // PYRUVATE // ETR-Quinols // ETR-Quinones // D-LACTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03451'>C03451</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00256'>C00256</a>,HS04829 // HS00787,HS04829-MONOMER // HS00787-MONOMER,"Lactoylglutathione lyase // Hydroxyacylglutathione hydrolase, mitochondrial"
PWY-5453,methylglyoxal degradation III,NADPH // METHYL-GLYOXAL // NADP // PROTON // NADH // ACETOL // PROPANE-1-2-DIOL // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05235'>C05235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02917'>C02917</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,HS01502 // HS05414 // HS02925,HS01502-MONOMER // HS05414-MONOMER // HS02925-MONOMER,aldose reductase // cytochrome P450 2E1 // Aldo-keto reductase family 1 member B10
MGLDLCTANA-PWY,methylglyoxal degradation VI,METHYL-GLYOXAL // WATER // NADH // CPD-358 // CPD-8891 // NAD // PROTON // Cytochromes-C-Reduced // PYRUVATE // Cytochromes-C-Oxidized // D-LACTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00937'>C00937</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02912'>C02912</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00125'>C00125</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00256'>C00256</a>,HS15490,HS15490-MONOMER,"D-lactate dehydrogenase, mitochondrial"
PWY-922,mevalonate pathway,PROT-CYS // Protein-S-Acetyl-Cysteines // ACETOACETYL-COA // WATER // ACETYL-COA // 3-HYDROXY-3-METHYL-GLUTARYL-COA // NADPH // NADP // CO-A // PROTON // MEVALONATE // CPD-499 // Pi // ADP // CARBON-DIOXIDE // CPD-641 // ATP // CPD-4211 // DELTA3-ISOPENTENYL-PP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02743'>C02743</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00332'>C00332</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00356'>C00356</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00418'>C00418</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01107'>C01107</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01143'>C01143</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00235'>C00235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00129'>C00129</a>,HS01167 // HS04399 // HS05836 // HS03634 // HS03652 // HS03355 // HS08830 // HS09566 // HS00895 // HS07522,CPLX-7834 // CPLX-7835 // CPLX66-486 // CPLX-7838 // CPLX-7839 // CPLX-7840 // HS08830-MONOMER // CPLX-7841 // HS00895-MONOMER // HS07522-MONOMER,acetyl-CoA acetyltransferase 1 // acetyl-CoA acetyltransferase 2 // hydroxymethylglutaryl-CoA synthase 2 // hydroxymethylglutaryl-CoA synthase 1 // 3-hydroxy-3-methylglutaryl-coenzyme A reductase // mevalonate kinase // phosphomevalonate kinase // diphosphomevalonate decarboxylase // isopentenyl-diphosphate delta-isomerase 1 // isopentenyl-diphosphate delta-isomerase 2
PWY66-382,mineralocorticoid biosynthesis,Ox-NADPH-Hemoprotein-Reductases // PROGESTERONE // Red-NADPH-Hemoprotein-Reductases // CORTICOSTERONE // Oxidized-adrenal-ferredoxins // ALDOSTERONE // WATER // 18-HYDROXYCORTICOSTERONE // Reduced-adrenal-ferredoxins // PROTON // OXYGEN-MOLECULE // 11-DEOXYCORTICOSTERONE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00410'>C00410</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02140'>C02140</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01780'>C01780</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01124'>C01124</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03205'>C03205</a>,HS09769 // HS08547 // HS11355,HS09769-MONOMER // HS08547-MONOMER // HS11355-MONOMER,steroid 21-monooxygenase // steroid 11&beta;-hydroxylase CYP11B1 // steroid 11&beta;-hydroxylase/18-hydroxylase CYP11B1
PWY-6111,mitochondrial L-carnitine shuttle,CARNITINE // Long-Chain-Acyl-CoAs // O-Long-Chain-Acyl-L-Carnitines // CO-A,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00318'>C00318</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02843'>C02843</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a>,HS09892 // HS03286 // G66-37885 // HS08187 // HS11293,HS09892-MONOMER // CPLX66-450 // MONOMER66-34409 // HS08187-MONOMER // ENSG00000178537-MONOMER,"carnitine O-palmitoyltransferase 1, brain isoform // carnitine O-palmitoyltransferase 1, liver isoform // carnitine O-palmitoyltransferase 1, muscle isoform // carnitine O-palmitoyltransferase 2 // mitochondrial carnitine/acylcarnitine carrier protein"
PWY-8171,molybdenum cofactor biosynthesis,PPI // CPD-4 // AMP // CPD-8123 // CPD-8122 // PROTON // CPD-3 // Pi // ADP // ATP // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05924'>C05924</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18237'>C18237</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19848'>C19848</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06232'>C06232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS10371,ENSG00000171723-MONOMER,gephyrin
PWY-6823,molybdopterin biosynthesis,Cysteine-Desulfurase-L-cysteine // L-Cysteine-Desulfurase-persulfide // CH33ADO // MET // S-ADENOSYLMETHIONINE // GTP // CPD-4 // WATER // MPT-Synthase-small-subunits // ATP // PROTON // Acceptor // AMP // Thiocarboxylated-MPT-synthases // Carboxyadenylated-MPT-synthases // Donor-H2 // PPI // PRECURSOR-Z // CPD-19179 // MOCS3-Cysteine-Persulfide // L-ALPHA-ALANINE // CYS // MOCS3-Cysteine,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05198'>C05198</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05924'>C05924</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21310'>C21310</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>,HS04742 // HS04808 // HS09033,MONOMER66-34447 // CPLX-8305 // HS04742-MONOMER // MONOMER66-34448,MOCS1A // molybdopterin synthase // MOCS3 adenylyltransferase/sulfurtransferase // MOCS1B
PWY-5270,morphine biosynthesis,SALUTARIDINE // CO-A // SALUTARIDINOL // ACETYL-COA // ACET // 7-O-ACETYLSALUTARIDINOL // CPD-7710 // CPD-7712 // CPD-7713 // CODEINONE // MORPHINONE // NADH-P-OR-NOP // NAD-P-OR-NOP // CARBON-DIOXIDE // SUC // FORMALDEHYDE // MORPHINE // CODEINE // 2-KETOGLUTARATE // PROTON // NADPH // R-RETICULINE // NADP // Ox-NADPH-Hemoprotein-Reductases // WATER // 12-DEHYDRORETICULINIUM // S-RETICULINE // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05179'>C05179</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05220'>C05220</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05322'>C05322</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06173'>C06173</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06172'>C06172</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06175'>C06175</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06171'>C06171</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01735'>C01735</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01516'>C01516</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06174'>C06174</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06167'>C06167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02105'>C02105</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,,,
PWY-7375,mRNA capping I,PPI // GTP // m7G5-pppR-mRNAs // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // G5-pppR-mRNAs // PROTON // Pi // 5-pp-Ribonuc-mRNA // 5-ppp-RiboNuc-mRNA // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02031'>C02031</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS02296 // HS03479,HS02296-MONOMER // HS03479-MONOMER,mRNA cap guanine-N7 methyltransferase // mRNA capping enzyme
PWY-7379,mRNA capping II,m7G5-pppRm-mRNAs // m7G5-pppRm-Rm-mRNAs // m7G5-pppRm-R-mRNAs // PPI // GTP // m7G5-pppR-mRNAs // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // G5-pppR-mRNAs // PROTON // Pi // 5-pp-Ribonuc-mRNA // 5-ppp-RiboNuc-mRNA // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04802'>C04802</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02031'>C02031</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS06290 // HS17594 // HS02296 // HS03479,ENSG00000137200-MONOMER // ENSG00000180917-MONOMER // HS02296-MONOMER // HS03479-MONOMER,mRNA (nucleoside-2'-<i>O</i>)-methyltransferase // cap-specific mRNA (nucleoside-2'-<i>O</i>-)-methyltransferase 2 // mRNA cap guanine-N7 methyltransferase // mRNA capping enzyme
PWY-7433,mucin core 1 and core 2 <i>O</i>-glycosylation,CPD-14553 // CMP // ALPHA-N-ACETYLNEURAMINYL-ETCETERA-GALACT // CMP-N-ACETYL-NEURAMINATE // Core1 // N-ACETYL-ETCETERA-GALACTOSAMINYL-R // Core2 // UDP-N-ACETYL-D-GLUCOSAMINE // PROTON // UDP // D-Gal-NAc--Glycoproteins // CPD-14795,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00052'>C00052</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04901'>C04901</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00128'>C00128</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04656'>C04656</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04750'>C04750</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04930'>C04930</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04902'>C04902</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04387'>C04387</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04018'>C04018</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04135'>C04135</a>,HS02901 // HS00250 // HS08206 // HS05939 // HS04710 // HS06698 // HS11108 // HS11426 // HS11963 // HS07092 // HS14013 // HS03873 // HS16345 // HS03240 // HS12940 // HS00057 // HS05332 // HS06641 // HS06826 // HS11978 // HS13381 // HS06180 // HS14696 // HS12419 // HS12722 // HS15213 // HS12640,HS02901-MONOMER // HS00250-MONOMER // HS08206-MONOMER // HS05939-MONOMER // HS04710-MONOMER // HS06698-MONOMER // HS11108-MONOMER // ENSG00000179913-MONOMER // HS11963-MONOMER // HS07092-MONOMER // HS14013-MONOMER // HS03873-MONOMER // HS16345-MONOMER // HS03240-MONOMER // HS12940-MONOMER // HS00057-MONOMER // HS05332-MONOMER // HS06641-MONOMER // HS06826-MONOMER // HS11978-MONOMER // HS13381-MONOMER // HS06180-MONOMER // HS14696-MONOMER // HS12419-MONOMER // HS12722-MONOMER // HS15213-MONOMER // HS17020-MONOMER,"glycoprotein-<em>N</em>-acetylgalactosamine 3-&beta;-galactosyltransferase 1 // CMP-<i>N</i>-acetylneuraminate-&beta;-galactosamide-&alpha;-2,3-sialyltransferase 1 // CMP-<i>N</i>-acetylneuraminate-&beta;-galactosamide-&alpha;-2,3-sialyltransferase 2 // &beta;-1,3-galactosyl-<em>O</em>-glycosyl-glycoprotein &beta;-1,6-<em>N</em>-acetylglucosaminyltransferase // Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 // &beta;-1,3-galactosyl-O-glycosyl-glycoprotein &beta;-1,6-<i>N</i>-acetylglucosaminyltransferase 3 // Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 // &beta;-1,3-galactosyl-<em>O</em>-glycosyl-[glycoprotein] &beta;-1,3-<em>N</em>-acetylglucosaminyltransferase 3 // Polypeptide N-acetylgalactosaminyltransferase 9 // Polypeptide N-acetylgalactosaminyltransferase 2 soluble form // Polypeptide N-acetylgalactosaminyltransferase 13 // Polypeptide N-acetylgalactosaminyltransferase 3 // Polypeptide N-acetylgalactosaminyltransferase-like 6 // N-acetylgalactosaminyltransferase 7 // Polypeptide N-acetylgalactosaminyltransferase 12 // Polypeptide N-acetylgalactosaminyltransferase 4 // Probable polypeptide N-acetylgalactosaminyltransferase 8 // Polypeptide N-acetylgalactosaminyltransferase 6 // polypeptide N-acetylgalactosaminyltransferase 1 // Putative polypeptide N-acetylgalactosaminyltransferase-like protein 3 // polypeptide N-acetylgalactosaminyltransferase 15 // Polypeptide N-acetylgalactosaminyltransferase 5 // Polypeptide N-acetylgalactosaminyltransferase 14 // Putative polypeptide N-acetylgalactosaminyltransferase-like protein 1 // Putative polypeptide N-acetylgalactosaminyltransferase-like protein 4"
PWY-7435,mucin core 3 and core 4 <i>O</i>-glycosylation,GLUCOSAMINYL-16-ETCETERA-GALACTOSAMINYL- // UDP-N-ACETYL-D-GLUCOSAMINE // GLUCOSAMINYL-13-N-ETCETERA-GALACTOSAMINY // PROTON // UDP // D-Gal-NAc--Glycoproteins // CPD-14795,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04917'>C04917</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01306'>C01306</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04387'>C04387</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04018'>C04018</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04135'>C04135</a>,HS06698 // HS11963 // HS07092 // HS14013 // HS03873 // HS16345 // HS03240 // HS12940 // HS00057 // HS05332 // HS06641 // HS06826 // HS11978 // HS13381 // HS06180 // HS14696 // HS12419 // HS12722 // HS15213 // HS12640,HS06698-MONOMER // HS11963-MONOMER // HS07092-MONOMER // HS14013-MONOMER // HS03873-MONOMER // HS16345-MONOMER // HS03240-MONOMER // HS12940-MONOMER // HS00057-MONOMER // HS05332-MONOMER // HS06641-MONOMER // HS06826-MONOMER // HS11978-MONOMER // HS13381-MONOMER // HS06180-MONOMER // HS14696-MONOMER // HS12419-MONOMER // HS12722-MONOMER // HS15213-MONOMER // HS17020-MONOMER,"&beta;-1,3-galactosyl-O-glycosyl-glycoprotein &beta;-1,6-<i>N</i>-acetylglucosaminyltransferase 3 // Polypeptide N-acetylgalactosaminyltransferase 9 // Polypeptide N-acetylgalactosaminyltransferase 2 soluble form // Polypeptide N-acetylgalactosaminyltransferase 13 // Polypeptide N-acetylgalactosaminyltransferase 3 // Polypeptide N-acetylgalactosaminyltransferase-like 6 // N-acetylgalactosaminyltransferase 7 // Polypeptide N-acetylgalactosaminyltransferase 12 // Polypeptide N-acetylgalactosaminyltransferase 4 // Probable polypeptide N-acetylgalactosaminyltransferase 8 // Polypeptide N-acetylgalactosaminyltransferase 6 // polypeptide N-acetylgalactosaminyltransferase 1 // Putative polypeptide N-acetylgalactosaminyltransferase-like protein 3 // polypeptide N-acetylgalactosaminyltransferase 15 // Polypeptide N-acetylgalactosaminyltransferase 5 // Polypeptide N-acetylgalactosaminyltransferase 14 // Putative polypeptide N-acetylgalactosaminyltransferase-like protein 1 // Putative polypeptide N-acetylgalactosaminyltransferase-like protein 4 // Polypeptide N-acetylgalactosaminyltransferase 10 // polypeptide N-acetylgalactosaminyltransferase 11"
PWY-2301,<i>myo</i>-inositol biosynthesis,D-glucopyranose-6-phosphate // MYO-INOSITOL // Pi // WATER // 1-L-MYO-INOSITOL-1-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00092'>C00092</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00137'>C00137</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04006'>C04006</a>,HS02782 // HS05783 // HS06822,HS02782-MONOMER // CPLX-7935 // CPLX-7936,inositol-3-phosphate synthase 1 // inositol monophosphatase 1 // inositol monophosphatase 2
PWY66-430,myristate biosynthesis (mitochondria),Hex-2-enoyl-ACPs // Crotonyl-ACPs // 2-Octenoyl-ACPs // Dodec-2-enoyl-ACPs // Tetradec-2-enoyl-ACPs // DODECANOATE // Butanoyl-ACPs // Hexanoyl-ACPs // Octanoyl-ACPs // Decanoyl-ACPs // CO-A // CARBON-DIOXIDE // Dodecanoyl-ACPs // MALONYL-COA // Trans-D2-decenoyl-ACPs // Acetoacetyl-ACPs // Beta-3-hydroxybutyryl-ACPs // 3-oxo-decanoyl-ACPs // Beta-hydroxydecanoyl-ACPs // 3-Oxo-octanoyl-ACPs // 3-Hydroxy-octanoyl-ACPs // 3-oxo-hexanoyl-ACPs // R-3-hydroxyhexanoyl-ACPs // 3-oxo-myristoyl-ACPs // R-3-hydroxymyristoyl-ACPs // NADPH // 3-oxo-dodecanoyl-ACPs // R-3-hydroxydodecanoyl-ACPs // NADP // PROTON // CPD-7836 // ACP // Myristoyl-ACPs // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02679'>C02679</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00083'>C00083</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06424'>C06424</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS04010 // HS07707 // G66-33210 // HS03575 // HS07256 // HS07821 // HS00112,CPLX66-553 // HS07707-MONOMER // G66-33210-MONOMER // CPLX66-554 // HS07821-MONOMER,mitochondrial <i>trans</i>-2-enoyl-[acyl-carrier protein] reductase // 3-oxoacyl-[acyl-carrier-protein] synthase // hydroxyacyl-thioester dehydratase type 2 // 3-oxoacyl-[acyl-carrier protein] reductase // <i>S</i>-medium-chain-acyl-[fatty acid synthase] thioesterase
GLUAMCAT-PWY,<i>N</i>-acetylglucosamine degradation I,AMMONIUM // FRUCTOSE-6P // ACET // D-GLUCOSAMINE-6-P // N-ACETYL-D-GLUCOSAMINE-6-P // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00352'>C00352</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS08817 // HS03692 // HS08639,HS08817-MONOMER // HS03692-MONOMER // HS08639-MONOMER,Glucosamine-6-phosphate isomerase 2 // Glucosamine-6-phosphate isomerase 1 // Putative N-acetylglucosamine-6-phosphate deacetylase
